	Unnamed: 0	Latitud	Longitud	Altura	Taxa	Mes	Anio	Titulo	Descripcion	Institucion	Fuente	Contacto
74	189	-23.6841	-64.89433	1632	3			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
75	190	-23.683002	-64.888108	1582	2			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
76	191	-23.682118	-64.901215	1717	12			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
77	193	-23.67819	-64.92702	1575	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
78	194	-23.676942	-64.932774	1549	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
79	195	-23.67566	-64.89884	1685	5			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
80	197	-23.67464	-64.90505	1667	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
81	198	-23.672378	-64.886068	1491	3			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
82	199	-23.672243	-64.879193	1329	1			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
83	200	-23.651195	-64.531258	393	1			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
84	201	-23.649962	-64.533216	388	4			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
85	202	-23.649763	-64.593259	503	2			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
86	204	-23.647813	-64.936323	1506	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
87	205	-23.645572	-64.592209	484	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
88	206	-23.644722	-64.604401	546	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
89	207	-23.643666	-64.59914	499	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
90	208	-23.642615	-64.601396	504	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
91	209	-23.642427	-64.601583	506	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
92	210	-23.642154	-64.597508	500	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
93	211	-23.637749	-64.545653	414	6			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
94	213	-23.634608	-64.545653	417	8			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
95	214	-23.63331	-64.94291	1766	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
96	215	-23.63134	-64.6014	575	1			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
97	217	-23.62609	-64.93497	2099	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
98	218	-23.62505	-64.95586	1400	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
99	220	-23.59168	-64.97379	2140	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
100	221	-23.582601	-64.657687	843	1			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
101	222	-23.560403	-64.957798	1450	2			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
102	223	-23.55628	-64.96425	1502	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
103	224	-23.51562	-64.62287	648	1			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
104	225	-23.474327	-64.95145	1544	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
105	226	-23.47351	-64.94627	1645	2			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
106	227	-24.091285	-65.153214	1150	70	Mayo	2017	Uso de la tierra en la diversidad de lepidópteros	Lepidopteras Diurnas 	INECOA	Andrea Guanuco	andreaguanuco@gmail.com
107	228	-24.089182	-66.5136	4454	1		2017	Hongos	Altos Andes_Tuzgle	INECOA		brujacaffot@yahoo.com.ar
108	229	-23.128992	-65.13575854	3606	4		2017	Hongos	Puna_Palca de Aparzo	INECOA		brujacaffot@yahoo.com.ar
109	230	-23.675005	-64.905652	1644	1		2017	Hongos	Yungas_Calilegua	INECOA	Luciana Caffot	mlhernandezcaffot@gmail.com 
110	231	-24.055775	-65.418547	1576	20		2016	Hongos	Yungas_Jaire	INECOA	Luciana Caffot	mlhernandezcaffot@gmail.com 
111	232	-24.2488652	-65.13660858	1028	217		2017	Hongos	Yungas_Reserva de Usos Múltiples Serranías de Zapla 	INECOA	Luciana Caffot	mlhernandezcaffot@gmail.com 
112	233	-24.2506399	-65.3746621	1513	149		2017	Hongos	Yungas_La Almona-Los Paños 	INECOA	Luciana Caffot	mlhernandezcaffot@gmail.com 
113	234	-24.04564216	-65.4168808	1686	126		2017	Hongos	Yungas_Jaire-Tiraxi	INECOA	Luciana Caffot	mlhernandezcaffot@gmail.com 
114	235	-23.7547	-64.849717	637	1		2017	Hongos	Yungas_Calilegua_Laguna Verde	INECOA	Luciana Caffot	mlhernandezcaffot@gmail.com 
115	255	-23.12244	-65.134883	3500			2017 - Actualidad	Estación Meteorológica Autónoma	Palca de Aparzo. Variables que registra: temp./humedad/precipitación/velocidad y dirección viento	INECOA	INECOA	inecoa@conicet.gov.ar
116	256	-23.361344	-65.340265	2750		desde Abril	2017 - hasta la actualidad	Estación Meteorológica autónoma	Chucalezna - Finca La Colorada. Variables que registra: temp./humedad/precipitación/velocidad y dirección viento	INECOA	INECOA	inecoa@conicet.gov.ar
117	257	-23.699914	-64.866736	1142		2017 - Actualidad	2017	Estación Meteorológica Autónoma	Mesada de la Colmena. Parque Nacional Calilegua. Variables que registra: temp./humedad/precipitación/velocidad y dirección viento	INECOA	INECOA	inecoa@conicet.gov.ar
118	258	-24.091285	-65.153214	1150	70	Mayo	2017	Lepidopteros diurnos	Influencia de cambios de uso de la tierra en la diversidad de Lepidopteros diurnos	INECOA	Andrea Guanuco	andreaguanuco@gmail.com
119	260	-24.107562	-65.478822	2105		Agosto/2018 - Actualidad	2018	Estacion Meteorológica autónoma 	Parque Provincial Potrero de Yala. Variables que registra: temp./humedad/precipitación/velocidad y dirección viento	INECOA	INECOA	inecoa@conicet.gov.ar
120	304	-23.8161111	-64.71472222	350	7	octubre	2014	Chiropera	Micromamiferos voladores	INECOA	José H. Urquizo	urquizojose@gmail.com 
121	305	-23.930278	-65.810278	3615	1	NOVIEMBRE	2015	Anuros	presencia de adultos y larvas en puna	INECOA	Marcos Vaira	inecoa@conicet.gov.ar
122	306	-23.923889	-65.81444	3595	2	NOVIEMBRE	2015	Anuros	presencia de adultos y larvas en puna	INECOA	Marcos Vaira	inecoa@conicet.gov.ar
123	307	-23.923889	-65.814167	4114	1	NOVIEMBRE	2015	Anuros	presencia de adultos y larvas en puna	INECOA	Marcos Vaira	inecoa@conicet.gov.ar
124	308	-22.484444	-66.350139	3844	2	MARZO	2016	Anuros	presencia de adultos y larvas en puna	INECOA	Marcos Vaira	inecoa@conicet.gov.ar
125	309	-23.401111	-66.361389	3606	2	MARZO	2016	Anuros	presencia de adultos y larvas en puna	INECOA	Marcos Vaira	inecoa@conicet.gov.ar
126	310	-23.187917	-66.50075	4159	2	MARZO	2016	Anuros	presencia de adultos y larvas en puna	INECOA	Marcos Vaira	inecoa@conicet.gov.ar
127	311	-23.028472	-66.406722	3946	2	MARZO	2016	Anuros	adultos y larvas de anuros en Altos Andes	INECOA	Marcos Vaira	inecoa@conicet.gov.ar
128	312	-23.187917	-66.50072	4159	2	MARZO	2016	Anuros	adultos y larvas de anuros en Altos Andes	INECOA	Marcos Vaira	inecoa@conicet.gov.ar
129	313	-22.461667	-66.628056	4180	1	MARZO	2016	Anuros	adultos y larvas de anuros en Altos Andes	INECOA	Marcos Vaira	inecoa@conicet.gov.ar
130	314	-23.582601	-64.657687	843	1		2002	Anuros	estudio ecológico y una lista propuesta de especies de interés para la conservación.	INECOA	publicación	marcos.vaira@gmail.com
131	316	-24.35845	-65.30215	1272	3	Enero-Febrero	2015	Anuros	Especies de anuros en Yungas	INECOA	Tesina de grado Facultad de Ciencias Agrarias UNJu Lic. Noelia González	novi.arg31@gmail.com
132	317	-24.34491	-65.28886	1276	8	Enero-Febrero	2015	Anuros	Especies de anuros en Yungas	INECOA	Tesina de grado Facultad de Ciencias Agrarias UNJu Lic. Noelia González	novi.arg31@gmail.com
133	318	-24.33186	-65.04954	886	6	Enero-Febrero	2015	Anuros	Especies de anuros en Yungas	INECOA	Tesina de grado Facultad de Ciencias Agrarias UNJu Lic. Noelia González	novi.arg31@gmail.com
134	319	-24.32216	-65.06204	899	3	Enero-Febrero	2015	Anuros	Especies de anuros en Yungas	INECOA	Tesina de grado Facultad de Ciencias Agrarias UNJu Lic. Noelia González	novi.arg31@gmail.com
135	320	-24.30978	-65.31282	1428	8	Enero-Febrero	2015	Anuros	Especies de anuros en Yungas	INECOA	Tesina de grado Facultad de Ciencias Agrarias UNJu Lic. Noelia González	novi.arg31@gmail.com
136	321	-24.30797	-65.35474	1509	8	Enero-Febrero	2015	Anuros	Especies de anuros en Yungas	INECOA	Tesina de grado Facultad de Ciencias Agrarias UNJu Lic. Noelia González	novi.arg31@gmail.com
137	324	-24.24203	-65.0204	1141	11			Anuros	Especies de anuros en Yungas	INECOA	Tesina de grado Facultad de Ciencias Agrarias UNJu Lic. Noelia González	novi.arg31@gmail.com
138	325	-24.23988	-65.08208	1481	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
139	327	-24.1655	-65.48002	1948	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
140	328	-24.147	-65.469028	2125	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
141	329	-24.14584	-65.29514	1370	4	Enero-Febrero	2015	Anuros	Especies de anuros en Yungas	INECOA	Tesina de grado Facultad de Ciencias Agrarias UNJu Lic. Noelia González	novi.arg31@gmail.com
142	330	-24.142556	-64.39866	1121	10			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
143	331	-24.12289	-65.50149	2021	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
144	332	-24.118419	-65.480278	2054	5			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
145	333	-24.114884	-65.484968	2041	10			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
146	334	-24.09812	-64.42968	1550	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
147	335	-24.09672	-64.3989	1028	6			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
148	336	-24.083873	-65.164673	1374	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
149	337	-24.083705	-65.172955	1252	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
150	338	-24.07493	-65.14509	1192	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
151	339	-24.06729	-65.13932	1284	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
152	340	-24.023374	-65.389851	1754	4	Enero-Febrero	2015	Anuros	Especies de anuros en Yungas	INECOA	Tesina de grado Facultad de Ciencias Agrarias UNJu Lic. Noelia González	novi.arg31@gmail.com
153	341	-24.02024	-65.25256	1685	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
154	342	-24.01908	-65.39114	1785	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
155	343	-24.00629	-65.3532	1614	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
156	344	-24.00615	-65.35172	1613	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
157	345	-24.003792	-65.364571	1668	9	Enero-Febrero	2015	Anuros	Especies de anuros en Yungas	INECOA	Tesina de grado Facultad de Ciencias Agrarias UNJu Lic. Noelia González	novi.arg31@gmail.com
158	346	-24.003789	-65.364589	1669	5			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
159	348	-23.97474	-65.24595	1542	2			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
160	349	-23.95296	-65.298665	1810	3			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
161	350	-23.951778	-65.246361	1789	6			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
162	352	-23.907924	-64.93835	781	8			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
163	353	-23.85858	-65.09071	1071	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
164	354	-23.761849	-64.850787	596	5		2000	Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
165	355	-23.759116	-64.849091	617	8			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
166	356	-23.75473	-64.84978	636	6			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
167	357	-23.741267	-64.857696	659	1			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
168	358	-23.703856	-64.780623	645	4			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
169	359	-23.703659	-64.780686	646	5			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
170	360	-23.700681	-64.872145	1204	1			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
171	361	-23.699087	-64.873657	1264	2			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
172	362	-23.69376	-64.867918	1127	6			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
173	363	-23.69028	-64.87625	1428	1			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
174	364	-23.6841	-64.89433	1632	3			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
175	365	-23.683002	-64.888108	1582	2			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
176	366	-23.682118	-64.901215	1717	12			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
177	368	-23.67819	-64.92702	1575	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
178	369	-23.676942	-64.932774	1549	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
179	370	-23.67566	-64.89884	1685	5			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
180	372	-23.67464	-64.90505	1667	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
181	373	-23.672378	-64.886068	1491	3			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
182	374	-23.672243	-64.879193	1329	1			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
183	375	-23.651195	-64.531258	393	1			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
184	376	-23.649962	-64.533216	388	4			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
185	377	-23.649763	-64.593259	503	2			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
186	379	-23.647813	-64.936323	1506	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
187	380	-23.645572	-64.592209	484	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
188	381	-23.644722	-64.604401	546	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
189	382	-23.643666	-64.59914	499	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
190	383	-23.642615	-64.601396	504	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
191	384	-23.642427	-64.601583	506	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
192	385	-23.642154	-64.597508	500	1			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
193	386	-23.637749	-64.545653	414	6			Anuros	Especies de anuros en Yungas	INECOA	Publicación	marcos.vaira@gmail.com
194	388	-23.634608	-64.545653	417	8			Anuros	Especies de anuros en Yungas	INECOA		marcos.vaira@gmail.com
195	389	-23.63331	-64.94291	1766	1			Anuros	Especies de anuros en Yungas	INECOA		mauriakme@gmail.com
